,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name
2019-03-21-14-michigan-state,54.5,12,8.6,3,113.4,71.4,20,0.51,52,0.423,22,0.346,18,0.667,12,15,200,97.0,6.7,2,22,65,15,4.5,3,0.404,21,0.429,9,37.9,22,0.537,13.1,9,31,0.419,13,0.571,20,"March 21, 2019",39.1,9,16.1,5,97.0,93.3,28,0.472,54,0.426,23,0.481,26,0.962,25,6,200,113.4,28.6,8,18,76,2,4.5,3,0.352,19,0.263,5,62.1,36,0.573,12.1,9,35,0.514,18,0.829,29,"Wells Fargo Arena, Des Moines, Iowa",BRADLEY,Bradley,67.5,Home,MICHIGAN-STATE,Michigan State
2019-03-23-19-michigan-state,38.9,7,2.9,1,107.7,52.4,11,0.322,59,0.305,18,0.237,14,0.857,12,14,200,76.9,14.3,5,13,50,10,15.4,10,0.373,22,0.091,2,28.6,16,0.381,7.1,5,37,0.432,16,0.611,22,"March 23, 2019",57.1,16,8.1,3,76.9,85.7,30,0.633,49,0.571,28,0.224,11,0.727,8,6,200,107.7,47.6,10,18,70,2,6.2,4,0.306,15,0.4,6,71.4,40,0.645,27.1,20,34,0.647,22,0.833,30,"Wells Fargo Arena, Des Moines, Iowa",MINNESOTA,Minnesota,64.9,Home,MICHIGAN-STATE,Michigan State
2019-03-29-19-michigan-state,33.3,8,0.0,0,123.1,60.0,18,0.443,61,0.393,24,0.23,14,0.643,9,7,200,96.9,29.4,10,10,63,3,6.2,4,0.344,21,0.286,6,43.8,28,0.466,10.6,8,40,0.45,18,0.8,28,"March 29, 2019",71.0,22,15.0,6,96.9,70.6,24,0.568,66,0.47,31,0.121,8,0.625,5,6,200,123.1,40.0,12,10,80,2,6.2,4,0.485,32,0.406,13,56.3,36,0.573,7.9,6,34,0.529,18,0.838,31,"Capital One Arena, Washington, District of Columbia",LOUISIANA-STATE,LSU,64.7,Home,MICHIGAN-STATE,Michigan State
2019-03-31-17-duke,60.0,18,8.3,3,98.5,61.3,19,0.471,70,0.429,30,0.086,6,0.333,2,6,200,100.0,27.5,11,11,68,2,16.2,11,0.271,19,0.316,6,42.3,30,0.467,7.6,6,51,0.471,24,0.842,32,"March 31, 2019",53.8,14,17.6,9,100.0,72.5,29,0.518,57,0.456,26,0.228,13,0.615,8,6,200,98.5,38.7,12,9,67,1,5.9,4,0.368,21,0.333,7,57.7,41,0.53,21.3,17,36,0.528,19,0.842,32,"Capital One Arena, Washington, District of Columbia",DUKE,Duke,68.0,Away,MICHIGAN-STATE,Michigan State
2019-04-06-20-michigan-state,36.4,8,17.4,4,85.0,79.4,27,0.52,51,0.431,22,0.255,13,0.615,8,6,202,101.7,10.7,3,18,61,3,6.7,4,0.451,23,0.391,9,48.4,30,0.533,11.0,7,28,0.464,13,0.838,31,"April 6, 2019",40.0,6,7.1,2,101.7,89.3,25,0.394,47,0.319,15,0.383,18,0.778,14,7,202,85.0,20.6,7,15,51,2,1.7,1,0.511,24,0.292,7,51.6,32,0.459,15.4,10,23,0.348,8,0.821,32,"U.S. Bank Stadium, Minneapolis, Minnesota",MICHIGAN-STATE,Michigan State,59.3,Away,TEXAS-TECH,Texas Tech
2016-03-18-oklahoma,57.7,15,8.3,3,118.8,72.4,21,0.491,58,0.448,26,0.241,14,0.786,11,9,200,98.6,35.7,10,21,68,15,8.7,6,0.31,18,0.278,5,54.4,31,0.526,17.9,14,40,0.525,21,0.727,24,"March 18, 2016",53.6,15,17.5,7,98.6,64.3,18,0.598,56,0.5,28,0.446,25,0.6,15,7,200,118.8,27.6,8,15,82,2,10.1,7,0.357,20,0.55,11,45.6,26,0.604,13.0,10,36,0.472,17,0.788,26,West - First Round,CAL-STATE-BAKERSFIELD,Cal State Bakersfield,69.3,Home,OKLAHOMA,Oklahoma
2016-03-20-oklahoma,53.3,16,2.9,1,113.3,70.6,24,0.538,66,0.455,30,0.242,16,0.625,10,11,200,108.0,29.4,10,23,81,10,9.3,7,0.47,31,0.355,11,50.0,34,0.55,15.1,13,35,0.543,19,0.694,25,"March 20, 2016",34.5,10,14.3,5,108.0,70.6,24,0.55,60,0.483,29,0.417,25,0.76,19,7,200,113.3,29.4,10,18,85,2,6.7,5,0.433,26,0.308,8,50.0,34,0.591,14.5,12,34,0.618,21,0.794,27,West - Second Round,VIRGINIA-COMMONWEALTH,VCU,75.2,Home,OKLAHOMA,Oklahoma
2016-03-24-oklahoma,63.6,14,10.5,4,104.1,78.1,25,0.391,64,0.344,22,0.375,24,0.542,13,9,200,85.1,31.0,13,12,63,3,8.1,6,0.438,28,0.214,6,51.4,38,0.418,13.9,12,36,0.444,16,0.757,28,"March 24, 2016",74.2,23,13.9,5,85.1,69.0,29,0.579,63,0.492,31,0.143,9,0.444,4,7,200,104.1,21.9,7,18,77,2,5.4,4,0.397,25,0.44,11,48.6,36,0.572,17.3,14,38,0.526,20,0.8,28,"Honda Center, Anaheim, California",TEXAS-AM,Texas A&M,74.3,Home,OKLAHOMA,Oklahoma
2016-03-26-oregon,59.3,16,6.1,2,100.0,63.3,19,0.569,58,0.466,27,0.293,17,0.824,14,7,200,117.6,43.8,14,21,80,2,5.9,4,0.414,24,0.5,12,53.2,33,0.605,18.6,15,34,0.441,15,0.806,29,"March 26, 2016",47.6,10,5.9,2,117.6,56.3,18,0.426,54,0.389,21,0.556,30,0.733,22,7,200,100.0,36.7,11,16,68,1,14.7,10,0.389,21,0.19,4,46.8,29,0.498,15.2,12,33,0.515,17,0.816,31,"Honda Center, Anaheim, California",OREGON,Oregon,68.2,Away,OKLAHOMA,Oklahoma
2016-04-02-oklahoma,40.0,14,9.1,3,79.7,61.0,25,0.827,49,0.714,35,0.388,19,0.737,14,5,200,148.4,41.2,7,11,95,2,18.8,12,0.367,18,0.611,11,55.2,32,0.819,16.1,11,31,0.774,24,0.872,34,"April 2, 2016",42.1,8,6.5,2,148.4,58.8,10,0.367,60,0.317,19,0.183,11,0.636,7,8,200,79.7,39.0,16,20,51,2,9.4,6,0.45,27,0.222,6,44.8,26,0.391,20.8,17,33,0.394,13,0.784,29,National - National Semifinal,OKLAHOMA,Oklahoma,64.1,Away,VILLANOVA,Villanova
2018-03-15-14-kansas,72.7,16,4.5,2,108.6,80.6,25,0.491,56,0.393,22,0.25,14,0.357,5,9,200,85.7,13.5,5,13,60,16,5.7,4,0.518,29,0.379,11,44.1,30,0.479,15.0,11,27,0.407,11,0.727,24,"March 15, 2018",40.7,11,22.2,6,85.7,86.5,32,0.5,61,0.443,27,0.279,17,0.882,15,7,200,108.6,19.4,6,14,76,1,11.4,8,0.279,17,0.412,7,55.9,38,0.55,10.5,8,44,0.455,20,0.8,28,"Intrust Bank Arena, Wichita, Kansas",PENNSYLVANIA,Penn,69.9,Home,KANSAS,Kansas
2018-03-17-19-kansas,31.0,9,8.6,3,113.7,79.3,23,0.531,64,0.453,29,0.25,16,0.688,11,12,200,108.2,42.4,14,24,79,8,4.1,3,0.375,24,0.417,10,59.7,37,0.552,17.4,15,40,0.475,19,0.647,22,"March 17, 2018",64.3,18,7.5,3,108.2,57.6,19,0.58,56,0.5,28,0.464,26,0.692,18,7,200,113.7,20.7,6,16,83,1,9.6,7,0.375,21,0.429,9,40.3,25,0.607,14.0,11,35,0.543,19,0.806,29,"Intrust Bank Arena, Wichita, Kansas",SETON-HALL,Seton Hall,73.0,Home,KANSAS,Kansas
2018-03-23-19-kansas,39.3,11,10.5,4,111.1,64.7,22,0.477,65,0.431,28,0.292,19,0.737,14,10,200,105.6,34.2,13,18,76,5,8.3,6,0.308,20,0.3,6,48.6,35,0.513,14.1,12,45,0.489,22,0.714,25,"March 23, 2018",50.0,14,11.1,5,105.6,65.8,25,0.55,60,0.467,28,0.367,22,0.636,14,7,200,111.1,35.3,12,22,80,1,5.6,4,0.367,22,0.455,10,51.4,37,0.568,15.7,13,38,0.474,18,0.811,30,"CenturyLink Center, Omaha, Nebraska",CLEMSON,Clemson,72.2,Home,KANSAS,Kansas
2018-03-25-17-kansas,43.3,13,9.1,3,107.6,48.4,15,0.479,70,0.429,30,0.257,18,0.778,14,8,225,102.5,23.1,9,16,81,2,11.4,9,0.414,29,0.241,7,34.3,24,0.516,12.4,11,41,0.561,23,0.784,29,"March 25, 2018",66.7,20,7.3,3,102.5,76.9,30,0.529,69,0.435,30,0.217,15,0.8,12,7,225,107.6,51.6,16,14,85,1,6.3,5,0.522,36,0.361,13,65.7,46,0.558,18.4,17,33,0.515,17,0.816,31,"CenturyLink Center, Omaha, Nebraska",DUKE,Duke,70.1,Home,KANSAS,Kansas
2018-03-31-20-kansas,55.6,20,12.2,5,111.3,78.8,26,0.692,65,0.554,36,0.108,7,0.714,5,4,200,133.8,23.3,7,14,95,1,4.2,3,0.615,40,0.45,18,52.4,33,0.695,11.7,9,25,0.72,18,0.897,35,"March 31, 2018",28.6,8,4.0,1,133.8,76.7,23,0.508,62,0.452,28,0.323,20,0.8,16,8,200,111.3,21.2,7,12,79,1,7.0,5,0.339,21,0.333,7,47.6,30,0.552,10.2,8,41,0.512,21,0.795,31,"Alamodome, San Antonio, Texas",KANSAS,Kansas,71.4,Away,VILLANOVA,Villanova
2018-03-15-15-miami-fl,73.1,19,7.5,3,98.4,70.4,19,0.545,55,0.473,26,0.164,9,0.444,4,5,200,101.6,18.5,5,14,64,11,9.5,6,0.382,21,0.381,8,44.4,24,0.54,14.5,10,34,0.529,18,0.853,29,"March 15, 2018",44.0,11,20.6,7,101.6,81.5,22,0.551,49,0.51,25,0.265,13,0.615,8,10,200,98.4,29.6,8,13,62,6,11.1,7,0.184,9,0.444,4,55.6,30,0.562,21.5,15,40,0.525,21,0.688,22,"American Airlines Center, Dallas, Texas",MIAMI-FL,Miami (FL),63.2,Away,LOYOLA-IL,Loyola (IL)
2018-03-17-18-tennessee,77.3,17,3.3,1,108.8,76.0,19,0.591,44,0.5,22,0.364,16,0.688,11,5,200,110.5,19.0,4,13,63,11,5.3,3,0.455,20,0.4,8,50.0,23,0.61,15.0,9,24,0.583,14,0.857,30,"March 17, 2018",60.0,15,8.3,2,110.5,81.0,17,0.536,55,0.455,25,0.109,6,0.5,3,9,200,108.8,24.0,6,17,62,3,14.0,8,0.455,25,0.36,9,50.0,23,0.536,9.4,6,30,0.533,16,0.743,26,"American Airlines Center, Dallas, Texas",TENNESSEE,Tennessee,57.2,Away,LOYOLA-IL,Loyola (IL)
2018-03-22-19-nevada,51.7,15,3.2,1,100.0,77.4,24,0.606,52,0.558,29,0.154,8,0.75,6,5,200,101.5,15.0,3,13,69,11,8.8,6,0.25,13,0.385,5,52.9,27,0.618,21.3,15,39,0.615,24,0.861,31,"March 22, 2018",33.3,8,12.8,5,101.5,85.0,17,0.474,58,0.414,24,0.241,14,0.929,13,8,200,100.0,22.6,7,13,68,7,14.7,10,0.466,27,0.259,7,47.1,24,0.526,13.5,10,31,0.548,17,0.784,29,"Philips Arena, Atlanta, Georgia",NEVADA,Nevada,67.7,Away,LOYOLA-IL,Loyola (IL)
2018-03-24-18-kansas-state,63.0,17,5.0,2,91.2,76.2,32,0.67,47,0.574,27,0.383,18,0.833,15,5,200,114.7,15.0,3,15,78,11,2.9,2,0.383,18,0.5,9,56.5,35,0.702,21.5,15,29,0.621,18,0.865,32,"March 24, 2018",39.1,9,6.9,2,114.7,85.0,17,0.394,66,0.348,23,0.182,12,0.833,10,12,200,91.2,23.8,10,19,62,9,10.3,7,0.394,26,0.231,6,43.5,27,0.432,7.8,6,40,0.425,17,0.676,25,"Philips Arena, Atlanta, Georgia",KANSAS-STATE,Kansas State,67.6,Away,LOYOLA-IL,Loyola (IL)
2018-03-31-18-michigan,27.3,6,3.2,1,100.0,72.2,26,0.441,51,0.431,22,0.275,14,0.857,12,6,200,82.6,16.7,5,17,57,11,7.2,5,0.196,10,0.1,1,47.0,31,0.494,22.9,17,41,0.512,21,0.842,32,"March 31, 2018",32.0,8,4.9,2,82.6,83.3,25,0.483,59,0.424,25,0.305,18,0.667,12,7,200,100.0,27.8,10,11,69,3,14.5,10,0.475,28,0.25,7,53.0,35,0.511,14.1,11,31,0.581,18,0.825,33,"Alamodome, San Antonio, Texas",LOYOLA-IL,Loyola (IL),69.1,Home,MICHIGAN,Michigan
2017-03-17-oregon,35.7,10,17.5,7,131.0,53.6,15,0.516,64,0.438,28,0.25,16,0.688,11,13,200,108.5,30.6,11,17,77,14,5.6,4,0.406,26,0.385,10,40.6,26,0.538,12.3,10,38,0.474,18,0.629,22,"March 17, 2017",31.4,11,5.3,2,108.5,69.4,25,0.627,63,0.556,35,0.333,21,0.667,14,5,200,131.0,46.4,13,14,93,3,11.3,8,0.365,23,0.391,9,59.4,38,0.637,13.2,11,40,0.65,26,0.857,30,"Golden 1 Center, Sacramento, California",IONA,Iona,70.8,Home,OREGON,Oregon
2017-03-19-oregon,36.7,11,5.6,2,113.6,58.1,18,0.559,59,0.508,30,0.136,8,0.75,6,10,200,109.1,28.6,8,21,72,11,12.1,8,0.373,22,0.273,6,44.1,26,0.573,15.0,11,37,0.649,24,0.714,25,"March 19, 2017",44.0,11,5.4,2,109.1,71.4,20,0.548,52,0.481,25,0.519,27,0.667,18,5,200,113.6,41.9,13,14,75,3,12.1,8,0.308,16,0.438,7,55.9,33,0.578,18.0,14,36,0.5,18,0.861,31,"Golden 1 Center, Sacramento, California",RHODE-ISLAND,Rhode Island,65.8,Home,OREGON,Oregon
2017-03-23-oregon,64.0,16,4.9,2,104.5,81.8,27,0.526,58,0.431,25,0.121,7,1.0,7,12,200,103.0,6.3,2,16,68,7,4.5,3,0.534,31,0.355,11,44.6,29,0.554,11.6,8,27,0.519,14,0.684,26,"March 23, 2017",57.7,15,11.1,3,103.0,93.8,30,0.517,58,0.448,26,0.276,16,0.563,9,5,200,104.5,18.2,6,9,69,3,9.1,6,0.293,17,0.471,8,55.4,36,0.526,7.1,5,41,0.439,18,0.865,32,"Sprint Center, Kansas City, Missouri",MICHIGAN,Michigan,66.0,Home,OREGON,Oregon
2017-03-25-kansas,41.4,12,22.9,8,90.9,78.8,26,0.605,57,0.509,29,0.123,7,0.714,5,5,200,112.1,28.0,7,13,74,3,7.6,5,0.439,25,0.44,11,56.9,33,0.613,14.3,10,32,0.563,18,0.868,33,"March 25, 2017",66.7,14,3.1,1,112.1,72.0,18,0.392,60,0.35,21,0.283,17,0.765,13,5,200,90.9,21.2,7,13,60,1,6.1,4,0.417,25,0.2,5,43.1,25,0.441,10.6,8,35,0.457,16,0.861,31,"Sprint Center, Kansas City, Missouri",KANSAS,Kansas,66.2,Away,OREGON,Oregon
2017-04-01-north-carolina,31.8,7,14.9,7,101.3,66.0,31,0.44,58,0.379,22,0.483,28,0.893,25,6,200,100.0,29.7,11,20,76,3,6.6,5,0.448,26,0.269,7,50.0,42,0.533,18.5,16,32,0.469,15,0.846,33,"April 1, 2017",64.0,16,9.4,3,100.0,70.3,26,0.426,68,0.368,25,0.397,27,0.704,19,7,200,101.3,34.0,16,22,77,1,9.2,7,0.309,21,0.381,8,50.0,42,0.476,12.1,11,47,0.362,17,0.821,32,"University of Phoenix Stadium, Glendale, Arizona",OREGON,Oregon,76.1,Home,NORTH-CAROLINA,UNC
2015-03-19-hampton,53.6,15,11.6,5,73.7,86.4,38,0.484,61,0.459,28,0.459,28,0.714,20,0,200,103.9,31.4,11,18,79,1,9.2,7,0.164,10,0.3,3,62.0,49,0.532,15.1,13,51,0.49,25,1.0,35,"March 19, 2015",11.8,2,5.9,3,103.9,68.6,24,0.322,59,0.288,17,0.39,23,0.783,18,18,200,73.7,13.6,6,22,56,16,11.8,9,0.271,16,0.25,4,38.0,30,0.4,13.7,11,43,0.302,13,0.486,17,"KFC Yum! Center, Louisville, Kentucky",HAMPTON,Hampton,75.6,Away,KENTUCKY,Kentucky
2015-03-21-cincinnati,50.0,10,18.4,9,79.7,57.8,26,0.407,54,0.37,20,0.519,28,0.714,20,0,198,100.0,27.3,9,15,64,1,10.9,7,0.278,15,0.267,4,44.9,35,0.475,9.5,7,39,0.41,16,1.0,36,"March 21, 2015",25.0,5,15.4,6,100.0,72.7,24,0.333,63,0.317,20,0.222,14,0.643,9,11,198,79.7,42.2,19,22,51,8,6.3,4,0.222,14,0.143,2,55.1,43,0.366,14.8,12,49,0.367,18,0.676,23,"KFC Yum! Center, Louisville, Kentucky",CINCINNATI,Cincinnati,64.6,Away,KENTUCKY,Kentucky
2015-03-26-kentucky,53.8,7,8.6,3,121.9,62.1,18,0.259,54,0.241,13,0.352,19,0.579,11,10,200,60.9,28.6,12,29,39,5,6.3,4,0.278,15,0.133,2,42.3,30,0.309,17.3,13,39,0.282,11,0.714,25,"March 26, 2015",54.2,13,17.9,7,60.9,71.4,30,0.52,50,0.48,24,0.64,32,0.813,26,0,200,121.9,37.9,11,21,78,1,10.9,7,0.3,15,0.267,4,57.7,41,0.598,13.5,10,35,0.571,20,1.0,37,"Quicken Loans Arena, Cleveland, Ohio",WEST-VIRGINIA,West Virginia,64.1,Home,KENTUCKY,Kentucky
2015-03-28-kentucky,61.5,16,2.6,1,117.2,62.5,15,0.5,56,0.464,26,0.232,13,0.769,10,6,200,113.8,34.5,10,14,66,3,8.6,5,0.25,14,0.286,4,47.2,25,0.531,8.9,6,42,0.524,22,0.842,32,"March 28, 2015",32.0,8,21.4,9,113.8,65.5,19,0.574,47,0.532,25,0.426,20,0.7,14,0,200,117.2,37.5,9,12,68,1,6.9,4,0.17,8,0.5,4,52.8,28,0.602,15.2,10,39,0.538,21,1.0,38,"Quicken Loans Arena, Cleveland, Ohio",NOTRE-DAME,Notre Dame,57.8,Home,KENTUCKY,Kentucky
2015-04-04-kentucky,43.5,10,4.1,2,108.5,77.8,21,0.552,48,0.479,23,0.458,22,0.818,18,3,200,120.3,36.0,9,14,71,1,1.7,1,0.354,17,0.412,7,57.7,30,0.607,14.8,10,31,0.516,16,0.923,36,"April 4, 2015",26.9,7,12.9,4,120.3,64.0,16,0.509,54,0.481,26,0.185,10,0.9,9,1,200,108.5,22.2,6,20,64,1,8.5,5,0.093,5,0.6,3,42.3,22,0.545,9.3,6,49,0.469,23,0.974,38,"Lucas Oil Stadium, Indianapolis, Indiana",KENTUCKY,Kentucky,59.1,Away,WISCONSIN,Wisconsin
2017-03-17-south-carolina,48.0,12,6.8,3,127.4,65.6,21,0.565,54,0.463,25,0.259,14,0.857,12,13,200,100.0,17.9,5,20,73,10,4.1,3,0.519,28,0.393,11,43.3,26,0.602,22.0,17,26,0.538,14,0.594,19,"March 17, 2017",47.2,17,7.7,2,100.0,82.1,23,0.588,68,0.529,36,0.279,19,0.684,13,10,200,127.4,34.4,11,13,93,7,15.1,11,0.353,24,0.333,8,56.7,34,0.604,9.5,8,44,0.636,28,0.697,23,"Bon Secours Wellness Arena, Greenville, South Carolina",MARQUETTE,Marquette,73.3,Home,SOUTH-CAROLINA,South Carolina
2017-03-19-duke,59.3,16,7.7,2,105.2,72.4,21,0.484,63,0.429,27,0.508,32,0.844,27,10,200,114.3,34.3,12,22,88,7,10.4,8,0.349,22,0.318,7,51.6,33,0.563,12.5,11,41,0.488,20,0.706,24,"March 19, 2017",50.0,11,17.1,7,114.3,65.7,23,0.509,53,0.415,22,0.547,29,0.931,27,9,200,105.2,27.6,8,26,81,2,7.8,6,0.509,27,0.37,10,48.4,31,0.607,21.5,18,26,0.462,12,0.757,28,"Bon Secours Wellness Arena, Greenville, South Carolina",DUKE,Duke,77.0,Away,SOUTH-CAROLINA,South Carolina
2017-03-24-baylor,52.2,12,14.0,6,73.5,74.4,29,0.54,50,0.46,23,0.46,23,0.696,16,10,200,102.9,29.6,8,20,70,7,10.3,7,0.4,20,0.4,8,56.1,37,0.574,16.6,12,30,0.5,15,0.714,25,"March 24, 2017",64.7,11,10.0,3,102.9,70.4,19,0.33,56,0.304,17,0.357,20,0.65,13,8,200,73.5,25.6,10,20,50,3,8.8,6,0.232,13,0.231,3,43.9,29,0.382,19.8,16,43,0.326,14,0.771,27,"Madison Square Garden (IV), New York, New York",BAYLOR,Baylor,68.2,Away,SOUTH-CAROLINA,South Carolina
2017-03-26-florida,26.9,7,5.9,2,100.0,70.0,21,0.509,53,0.491,26,0.585,31,0.742,23,10,200,110.0,40.0,10,17,77,7,5.7,4,0.189,10,0.2,2,56.4,31,0.568,14.2,11,43,0.558,24,0.722,26,"March 26, 2017",44.0,11,11.6,5,110.0,60.0,15,0.475,60,0.417,25,0.233,14,0.929,13,9,200,100.0,30.0,9,21,70,4,10.0,7,0.433,26,0.269,7,43.6,24,0.525,17.5,14,34,0.529,18,0.75,27,"Madison Square Garden (IV), New York, New York",FLORIDA,Florida,70.2,Away,SOUTH-CAROLINA,South Carolina
2017-04-01-gonzaga,48.0,12,14.6,6,108.5,79.3,23,0.432,66,0.379,25,0.333,22,0.727,16,11,200,102.8,27.9,12,14,73,7,9.9,7,0.303,20,0.35,7,48.6,35,0.477,6.2,5,46,0.391,18,0.703,26,"April 1, 2017",51.7,15,17.4,8,102.8,72.1,31,0.558,60,0.483,29,0.217,13,0.769,10,1,200,108.5,20.7,6,21,77,1,4.2,3,0.317,19,0.474,9,51.4,37,0.582,15.4,12,41,0.488,20,0.974,37,"University of Phoenix Stadium, Glendale, Arizona",SOUTH-CAROLINA,South Carolina,70.8,Home,GONZAGA,Gonzaga
2019-03-21-13-auburn,56.0,14,7.7,2,111.4,83.3,25,0.559,51,0.49,25,0.529,27,0.741,20,5,200,110.0,41.7,10,19,77,12,8.6,6,0.49,25,0.28,7,64.8,35,0.603,19.3,15,26,0.692,18,0.857,30,"March 21, 2019",50.0,13,7.7,2,110.0,58.3,14,0.561,57,0.456,26,0.368,21,0.667,14,9,200,111.4,16.7,5,24,78,5,12.9,9,0.544,31,0.387,12,35.2,19,0.582,13.1,10,26,0.538,14,0.75,27,"Vivint Smart Home Arena, Salt Lake City, Utah",NEW-MEXICO-STATE,New Mexico State,70.4,Home,AUBURN,Auburn
2019-03-23-21-kansas,53.1,17,7.5,3,107.1,61.3,19,0.631,61,0.525,32,0.246,15,0.8,12,9,200,127.1,20.7,6,21,89,5,12.9,9,0.492,30,0.433,13,41.7,25,0.653,9.4,7,31,0.613,19,0.757,28,"March 23, 2019",48.1,13,3.2,1,127.1,79.3,23,0.508,59,0.458,27,0.305,18,0.833,15,10,200,107.1,38.7,12,17,75,4,5.7,4,0.322,19,0.316,6,58.3,35,0.555,19.3,16,40,0.525,21,0.722,26,"Vivint Smart Home Arena, Salt Lake City, Utah",KANSAS,Kansas,70.3,Away,AUBURN,Auburn
2019-03-29-19-north-carolina,58.3,21,16.2,6,108.1,65.0,26,0.674,66,0.545,36,0.258,17,0.471,8,9,200,131.1,29.4,10,17,97,5,10.8,8,0.561,37,0.459,17,48.6,36,0.655,10.9,9,29,0.655,19,0.763,29,"March 29, 2019",57.1,16,6.9,2,131.1,70.6,24,0.485,65,0.431,28,0.338,22,0.773,17,7,200,108.1,35.0,14,16,80,1,9.5,7,0.431,28,0.25,7,51.4,38,0.53,15.8,14,37,0.568,21,0.806,29,"Sprint Center, Kansas City, Missouri",NORTH-CAROLINA,UNC,74.3,Away,AUBURN,Auburn
2019-03-31-14-kentucky,30.8,8,17.5,7,94.7,67.6,23,0.454,65,0.4,26,0.369,24,0.75,18,9,225,102.7,27.0,10,21,77,5,13.3,10,0.354,23,0.304,7,46.5,33,0.504,10.6,9,42,0.452,19,0.769,30,"March 31, 2019",51.9,14,11.9,5,102.7,73.0,27,0.484,61,0.443,27,0.344,21,0.571,12,7,225,94.7,32.4,11,19,71,2,6.7,5,0.344,21,0.238,5,53.5,38,0.5,16.6,14,40,0.55,22,0.811,30,"Sprint Center, Kansas City, Missouri",KENTUCKY,Kentucky,66.4,Away,AUBURN,Auburn
2019-04-06-18-virginia,42.9,9,9.4,3,106.8,85.2,23,0.464,55,0.382,21,0.255,14,0.786,11,10,200,105.1,21.9,7,12,62,5,5.1,3,0.564,31,0.29,9,50.8,30,0.503,6.1,4,24,0.5,12,0.75,30,"April 6, 2019",60.0,15,37.5,9,105.1,78.1,25,0.559,51,0.49,25,0.235,12,0.5,6,3,200,106.8,14.8,4,12,63,1,1.7,1,0.373,19,0.368,7,49.2,29,0.556,9.6,6,32,0.563,18,0.919,34,"U.S. Bank Stadium, Minneapolis, Minnesota",AUBURN,Auburn,58.7,Home,VIRGINIA,Virginia
2015-03-18-boise-state,65.0,13,2.9,1,94.8,68.8,22,0.56,42,0.476,20,0.333,14,0.643,9,8,200,96.6,9.5,2,14,56,11,6.9,4,0.5,21,0.333,7,45.3,24,0.576,18.6,11,21,0.619,13,0.765,26,"March 18, 2015",45.5,10,4.8,1,96.6,90.5,19,0.455,55,0.4,22,0.182,10,0.5,5,9,200,94.8,31.3,10,18,55,11,8.6,5,0.364,20,0.3,6,54.7,29,0.46,13.2,9,35,0.457,16,0.735,25,"University of Dayton Arena, Dayton, Ohio",BOISE-STATE,Boise State,58.2,Away,DAYTON,Dayton
2015-03-20-dayton,45.0,9,5.3,1,97.1,88.9,24,0.424,59,0.339,20,0.119,7,0.429,3,12,200,77.9,22.2,8,20,53,6,5.9,4,0.441,26,0.385,10,50.8,32,0.425,20.5,16,33,0.303,10,0.647,22,"March 20, 2015",50.0,9,12.1,4,77.9,77.8,28,0.524,42,0.429,18,0.714,30,0.733,22,8,200,97.1,11.1,3,14,66,11,11.8,8,0.548,23,0.348,8,49.2,31,0.587,17.9,12,19,0.526,10,0.771,27,"Nationwide Arena, Columbus, Ohio",PROVIDENCE,Providence,67.8,Home,DAYTON,Dayton
2015-03-22-dayton,59.1,13,10.0,3,100.0,89.3,25,0.541,49,0.449,22,0.49,24,0.792,19,10,200,109.1,34.5,10,15,72,3,13.6,9,0.367,18,0.5,9,61.4,35,0.596,19.0,14,31,0.419,13,0.706,24,"March 22, 2015",54.5,12,6.5,2,109.1,65.5,19,0.539,51,0.431,22,0.255,13,0.846,11,9,200,100.0,10.7,3,20,66,11,12.1,8,0.412,21,0.524,11,38.6,22,0.577,18.6,13,30,0.367,11,0.75,27,"Nationwide Arena, Columbus, Ohio",DAYTON,Dayton,65.8,Away,OKLAHOMA,Oklahoma
